<s>,START 1.0
मातापिता,N_NN 5.5855936368917286e-05
साथ,P_SP 0.008215305791937811
सो,V_VM 0.000634455832113226
9,QT_QTC 0.0024106066693451184
महीने,N_NN 0.0007931542964386255
अपराधी,N_NN 0.00010054068546405112
भीतरN,_NST 0.0076103500761035
मिली,N_NN 0.00014522543455918496
सजा,N_NN 0.00034630680548728717
किसी,N_NN 0.0006144153000580901
विपरीत,JJ 0.0006433350488934637
स्थिति,N_NN 0.0005920729255105233
निपटने,V_VM 0.0003416300634455832
सतर्क,N_NN 5.5855936368917286e-05
रहें,N_NN 1.1171187273783458e-05
नार्दर्न,N_NN 1.1171187273783458e-05
आर्मी,N_NN 0.00010054068546405112
कमांडर,N_NN 0.00010054068546405112
सैनिकों,N_NN 0.00013405424728540148
संयुक्त,JJ 0.0027020072053525477
राष्ट्र,N_NN 0.0005697305509629563
प्रमुख,N_NN 0.00010054068546405112
अत्यधिक,RP_INTF 0.0211864406779661
बरतने,V_VM 0.00029282576866764275
शिमला,N_NN 6.702712364270074e-05
समझौते,N_NN 0.00016756780910675187
हवाला,N_NN 3.351356182135037e-05
ईद,N_NN 2.2342374547566916e-05
पहलेN,_NST 0.0258751902587519
जम्मूकश्मीरवासियों,N_NN 2.2342374547566916e-05
संदेश,JJ 0.0002573340195573855
सुनिश्चित,N_NN 6.702712364270074e-05
बारिश,N_NN 0.0006926136109745743
कहर:,N_NN 1.1171187273783458e-05
34,QT_QTC 0.0008035355564483728
बाढ़,N_NN 1.1171187273783458e-05
पानी,N_NN 0.0012176594128423968
घरों,N_NN 0.00020108137092810223
दुकानों,N_NN 1.1171187273783458e-05
घुसने,V_VM 9.760858955588091e-05
बेहाल,N_NN 2.2342374547566916e-05
किसी,DM_DMI 0.3504823151125402
सदस्य,N_NN 0.00023459493274945262
प्रणब,N_NN 6.702712364270074e-05
मुखर्जी,N_NN 0.00012288306001161803
रत्न,N_NN 0.00013405424728540148
पुरस्कार,N_NN 0.00032396443093972026
समारोह,N_NN 0.00020108137092810223
हिस्सा,N_NN 0.0005250458018678225
सुखोई,N_NN 2.2342374547566916e-05
विमान,N_NN 0.0002122525582018857
असम,N_NN 0.00010054068546405112
तेजपुर,N_NN 2.2342374547566916e-05
पासN,_NST 0.0228310502283105
दुर्घटनाग्रस्त,N_NN 4.468474909513383e-05
पायलट,N_NN 0.00010054068546405112
सुरक्षित,N_NN 0.00012288306001161803
नैरेटिव,N_NN 1.1171187273783458e-05
नेशनलिज़्म,N_NN 1.1171187273783458e-05
फंसा,N_NN 3.351356182135037e-05
नौजवान,N_NN 1.1171187273783458e-05
नौकरी,N_NN 0.00035747799276107065
व्हाट्सऐप,N_NN 1.1171187273783458e-05
क्यों,PR_PRQ 0.11428571428571428
करता,V_VM 0.0061005368472425575
यूपी,N_NN 0.00023459493274945262
मदरसों,N_NN 2.2342374547566916e-05
भगवा,N_NN 3.351356182135037e-05
ड्रेस,N_NN 0.00010054068546405112
पहनेंगे,V_VM 9.760858955588091e-05
मौलाना,N_NN 4.468474909513383e-05
योगी,N_NN 0.00014522543455918496
आया,N_NN 0.0002122525582018857
बयान,N_NN 0.0006367576746056571
भाई,N_NN 0.0013182000983064481
बहन,N_NN 0.00039099155458242104
गैरजिम्मेदाराना,N_NN 1.1171187273783458e-05
टिप्पणी,N_NN 3.351356182135037e-05
ना,RP_NEG 0.030372057706909643
करें,V_VM 0.003416300634455832
कौन,N_NN 0.00011171187273783457
बनेगा,V_VM 9.760858955588091e-05
करोड़पति,N_NN 2.2342374547566916e-05
बदली,N_NN 1.1171187273783458e-05
सिग्नेचर,N_NN 1.1171187273783458e-05
ट्यून,N_NN 1.1171187273783458e-05
अलग,JJ 0.008363355635615029
अंदाज,N_NN 0.00010054068546405112
टेलीकास्ट,N_NN 2.2342374547566916e-05
हटा,V_VM 0.0005856515373352855
संबोधन,N_NN 6.702712364270074e-05
बताई,N_NN 8.936949819026766e-05
वजह;,N_NN 2.2342374547566916e-05
पढ़ें,N_NN 8.936949819026766e-05
पूरा,N_NN 0.00037982036730863756
भाषण,N_NN 0.00016756780910675187
7,QT_QTC 0.0032141422257934912
चुनाव,N_NN 0.0019102730238169713
होंगे,N_NN 0.00026810849457080296
विधायक,N_NN 0.0006367576746056571
चुने,V_VM 0.00019521717911176182
मुख्यमंत्री,N_NN 0.00027927968184458644
सहित,N_NN 0.00020108137092810223
मंत्रिमंडल,N_NN 0.00010054068546405112
अलगाववाद,N_NN 4.468474909513383e-05
आतंकवाद,N_NN 0.00025693730729701953
परिवारवाद,N_NN 3.351356182135037e-05
भ्रष्टाचार,N_NN 0.00013405424728540148
मुक्त,N_NN 0.00027927968184458644
नरेंद्र,N_NN 0.00043567630367755486
30,QT_QTC 0.005222981116914423
कैदियों,N_NN 3.351356182135037e-05
शिफ्ट,N_NN 5.5855936368917286e-05
घोषणा,N_NN 0.00037982036730863756
फ्री,N_NN 0.00010054068546405112
वाईफाई,N_NN 2.2342374547566916e-05
15जीबी,JJ 0.0002573340195573855
डेटा,N_NN 7.819831091648421e-05
मिलेगा;,N_NN 2.2342374547566916e-05
स्पीड,N_NN 2.2342374547566916e-05
महेंद्रनाथ,N_NN 1.1171187273783458e-05
पांडे,N_NN 0.0002122525582018857
युवाओं,N_NN 6.702712364270074e-05
मिलेंगी,V_VM 4.8804294777940456e-05
विश्वस्तरीय,N_NN 1.1171187273783458e-05
नौकरियां,N_NN 2.2342374547566916e-05
नानाजी,N_NN 2.2342374547566916e-05
देशमुख,N_NN 0.00010054068546405112
भूपेन,N_NN 2.2342374547566916e-05
हजारिका,N_NN 2.2342374547566916e-05
मरणोपरांत,N_NN 2.2342374547566916e-05
सम्मानित,N_NN 4.468474909513383e-05
संसद,N_NN 0.0006032441127843067
अनुच्छेद370,N_NN 2.2342374547566916e-05
बहस,V_VAUX 7.393715341959335e-05
तभीN,_NST 0.0015220700152207
नेताओं,N_NN 0.0006702712364270075
झड़प,N_NN 4.468474909513383e-05
"दो,QT_QTC 0.0004017677782241864
टके,N_NN 2.2342374547566916e-05
के",N_NN 1.1171187273783458e-05
महाराष्ट्र,N_NN 0.00017873899638053532
तबाही,N_NN 4.468474909513383e-05
देवेंद्र,N_NN 7.819831091648421e-05
फडणवीस,N_NN 4.468474909513383e-05
हवाई,N_NN 0.00034630680548728717
दौरा,N_NN 0.00013405424728540148
मशहूर,JJ 0.001029336078229542
निर्माता,N_NN 0.00011171187273783457
जे,N_NN 0.00011171187273783457
ओम,N_NN 0.00011171187273783457
प्रकाश,N_NN 0.0010836051655569955
निधन,N_NN 0.0005473881764153895
नाना,N_NN 6.702712364270074e-05
अपना,PR_PRF 0.1038374717832957
गुरु,N_NN 0.00033513561821350374
मानते,V_VM 0.0009760858955588092
ऋतिक,JJ 0.00012866700977869275
रोशन,N_NN 0.00016756780910675187
उज्बेकी,JJ 0.00012866700977869275
गाया,V_VM 4.8804294777940456e-05
कपूर,N_NN 0.00041333392912998795
गाना,N_NN 0.00013405424728540148
वीडियो,N_NN 0.0006255864873318737
स्मृति,N_NN 0.00015639662183296842
ईरानी,N_NN 0.00022342374547566914
वादा,N_NN 0.00013405424728540148
चली,V_VM 0.0012201073694485115
गईं,V_VAUX 0.0014048059149722736
केंद्रीय,N_NN 0.00026810849457080296
दीदी,V_VAUX 0.0001478743068391867
मुझे,PR_PRP 0.024370430544272948
आपसे,N_NN 2.2342374547566916e-05
काम,N_NN 0.003150274811206935
करेंगे,V_VM 0.0020985846754514397
करीना,N_NN 8.936949819026766e-05
वजह,N_NN 0.001441083158318066
कम,QT_QTF 0.0842911877394636
समय,N_NN 0.0035189239912417894
खोए,V_VM 9.760858955588091e-05
पूर्व,N_NN 0.00027927968184458644
किसान,N_NN 0.00024576612002323605
तारीफ,N_NN 0.00017873899638053532
उसी,N_NN 0.00015639662183296842
इस,DM_DMD 0.22451698867421718
खा,V_VM 0.0009272816007808687
लिया,V_VAUX 0.008059149722735675
जहर,N_NN 4.468474909513383e-05
गूगल,N_NN 7.819831091648421e-05
अपनी,PR_PRF 0.255079006772009
ट्रैवल,N_NN 1.1171187273783458e-05
प्लानिंग,N_NN 6.702712364270074e-05
एप,N_NN 0.00010054068546405112
बंद,V_VAUX 0.0003696857670979667
क्यों,P 0.001184834123222749
उठाया,N_NN 8.936949819026766e-05
कदम,N_NN 0.0006367576746056571
सऊदी,N_NN 0.00014522543455918496
अरब,N_NN 0.0005362169891416059
हज,N_NN 1.1171187273783458e-05
यात्रा,N_NN 0.000927208543724027
तैयार,N_NN 0.0006814424237007909
25,QT_QTC 0.0032141422257934912
अधिक,QT_QTF 0.039272030651340994
मुसलमान,N_NN 0.00022342374547566914
पहुंचेंगे,V_VM 4.8804294777940456e-05
मक्का,N_NN 2.2342374547566916e-05
प्रखर,N_NN 4.468474909513383e-05
वक्ता,N_NN 3.351356182135037e-05
आम,JJ 0.0051466803911477095
आदमी,N_NN 0.0009383797309978105
मंत्रालय,N_NN 0.00030162205639215335
जोड़ने,V_VM 0.00029282576866764275
वाली,P_SP 0.00388681134242219
हस्ती,N_NN 5.5855936368917286e-05
हटी,N_NN 3.351356182135037e-05
एक्टर,N_NN 0.00015639662183296842
मां,N_NN 0.0005585593636891729
लगाए,V_VM 0.0007808687164470473
साहब,N_NN 0.0017203628401626526
जिंदाबाद,N_NN 6.702712364270074e-05
नारे,N_NN 0.00034630680548728717
अलविदा,N_NN 8.936949819026766e-05
स्वराज:,N_NN 4.468474909513383e-05
राजकीय,N_NN 7.819831091648421e-05
सम्मान,N_NN 0.00037982036730863756
अंतिम,JJ 0.005275347400926403
संस्कार,N_NN 0.00022342374547566914
बड़े,JJ 0.008492022645393721
श्रद्धांजलि,N_NN 0.00015639662183296842
सनी,V_VM 9.760858955588091e-05
देओल,N_NN 0.00014522543455918496
लोकसभा,N_NN 0.0007037847982483579
अटेंडेंस,N_NN 2.2342374547566916e-05
इंप्रेस,N_NN 3.351356182135037e-05
हुए,V_VM 0.005026842362127867
असफल,N_NN 6.702712364270074e-05
कितने,QT_QTF 0.0038314176245210726
दिन,N_NN 0.003753518923991242
पहुंचे,N_NN 0.00010054068546405112
शोक,N_NN 0.00023459493274945262
डूबा,N_NN 3.351356182135037e-05
बताया,V_VM 0.004099560761346999
भारतीयों,N_NN 0.00016756780910675187
ममतामयी,N_NN 1.1171187273783458e-05
आदित्यनाथ,N_NN 3.351356182135037e-05
गायों,N_NN 2.2342374547566916e-05
जरिए,N_NN 0.00017873899638053532
बढ़ाएगी,N_NN 2.2342374547566916e-05
रोजगार,N_NN 0.00024576612002323605
नई,JJ 0.006304683479155944
मंजूरी,N_NN 8.936949819026766e-05
5,QT_QTC 0.005222981116914423
ऐसे,DM_DMD 0.041305796135909394
मौके,N_NN 0.0002122525582018857
उन्होंने,PR_PRP 0.017871649065800164
साबित,N_NN 0.00026810849457080296
ट्विटर,N_NN 0.00030162205639215335
रॉकस्टार,N_NN 2.2342374547566916e-05
जनार्दन,N_NN 2.2342374547566916e-05
द्विवेदी,N_NN 0.00010054068546405112
ऐतिहासिक,JJ 0.0037313432835820895
भूल,N_NN 7.819831091648421e-05
सुधार,N_NN 0.00022342374547566914
नसीहत,N_NN 5.5855936368917286e-05
इतिहास,N_NN 0.0007372983600697083
पढ़,V_VM 0.00019521717911176182
लें,V_VAUX 0.0010351201478743068
रहें,V_VM 0.000536847242557345
प्रोड्यूसर,N_NN 8.936949819026766e-05
कसा,N_NN 2.2342374547566916e-05
तंज,N_NN 6.702712364270074e-05
किसने,V_VM 0.0002440214738897023
लिखा,V_VAUX 0.00022181146025878004
अजीत,N_NN 3.351356182135037e-05
डोभाल,N_NN 5.5855936368917286e-05
बनने,V_VM 0.0013177159590043923
जा,V_VAUX 0.015009242144177449
करेंगे,N_NN 0.00027927968184458644
लीड,N_NN 4.468474909513383e-05
रोल,N_NN 0.00015639662183296842
बुरी,JJ 0.0016726711271230056
फंसी,V_VM 9.760858955588091e-05
दूर,V_VM 9.760858955588091e-05
कन्फ्यूजन,N_NN 2.2342374547566916e-05
ट्वीट,V_VAUX 0.0014048059149722736
हिस्सों,N_NN 0.00014522543455918496
बांटकर,N_NN 2.2342374547566916e-05
कांग्रेसी,N_NN 0.00018991018365431878
मनीष,N_NN 6.702712364270074e-05
तिवारी,N_NN 5.5855936368917286e-05
घेरा,N_NN 4.468474909513383e-05
उठाए,V_VM 0.0004880429477794046
एक्ट्रेस,N_NN 0.0004803610527726887
जीवन,N_NN 0.002412976451137227
बुरा,JJ 0.0019300051466803912
दौर,N_NN 0.00024576612002323605
था,V_VM 0.007515861395802831
2015,V_VAUX 7.393715341959335e-05
न,RP_NEG 0.23690205011389523
थे,V_VM 0.005661298194241093
पैसे,N_NN 0.0004245051164037714
जानें,N_NN 0.0004915322400464721
थाने,N_NN 4.468474909513383e-05
पेटी,N_NN 1.1171187273783458e-05
डालकर,V_VM 0.0004880429477794046
भागी,N_NN 2.2342374547566916e-05
15,QT_QTC 0.004017677782241864
6,QT_QTC 0.0036159100040176776
और,N_NN 0.00026810849457080296
1934,QT_QTC 0.0012053033346725592
नियमित,JJ 0.0007720020586721565
पढ़ते,V_VM 0.0002440214738897023
हाईकोर्ट,N_NN 6.702712364270074e-05
मुद्रा,N_NN 0.00027927968184458644
छेड़छाड़,N_NN 7.819831091648421e-05
वाला,P_SP 0.0024439798592503165
देश,N_NN 0.0027369408820769473
घोषित,V_VM 0.00107369448511469
किया,V_VAUX 0.002144177449168207
आनंद,N_NN 0.00036864918003485413
महिंद्रा,N_NN 1.1171187273783458e-05
लिखी,N_NN 0.00016756780910675187
ऐसी,DM_DMD 0.023984010659560292
यह,N_NN 0.0007819831091648421
लगता,V_VM 0.003269887750122011
कि,CC_CCS 0.46789617486338797
120,QT_QTC 0.0008035355564483728
करोड़,N_NN 0.00020108137092810223
लिए,N_NN 0.00017873899638053532
लाइव,N_NN 5.5855936368917286e-05
स्ट्रीमिंग,N_NN 2.2342374547566916e-05
मांग,N_NN 0.0007484695473434917
ठुकराई,N_NN 2.2342374547566916e-05
गोविंदाचार्य,N_NN 4.468474909513383e-05
विशेष,JJ 0.00656201749871333
दर्जा,N_NN 0.00032396443093972026
हटाने,V_VM 0.001610541727672035
पीड़िता,N_NN 0.00035747799276107065
हालत,N_NN 0.00032396443093972026
नाजुक,N_NN 8.936949819026766e-05
वेंटिलेटर,N_NN 4.468474909513383e-05
रखा,V_VM 0.0019521717911176184
मुफ्त,N_NN 6.702712364270074e-05
ताज,N_NN 3.351356182135037e-05
दीदार,N_NN 2.2342374547566916e-05
जाइए,V_VAUX 0.0003696857670979667
पार्टी,N_NN 0.0011059475401045623
पड़ी,N_NN 0.00014522543455918496
नरम,N_NN 4.468474909513383e-05
रुख,N_NN 7.819831091648421e-05
बदलने,V_VM 0.0004880429477794046
पति,N_NN 0.0009830644800929442
कौशल,N_NN 0.00013405424728540148
बांसुरी,N_NN 8.936949819026766e-05
नम,JJ 0.000514668039114771
आंखों,N_NN 0.00023459493274945262
कुछ,QT_QTF 0.17049808429118773
विदाई,N_NN 4.468474909513383e-05
बसपा,N_NN 0.00020108137092810223
फेरबदल,N_NN 2.2342374547566916e-05
दानिश,N_NN 2.2342374547566916e-05
हटाया,N_NN 2.2342374547566916e-05
मुनकाद,N_NN 2.2342374547566916e-05
बनाया,V_VM 0.001708150317227916
पूछा,N_NN 4.468474909513383e-05
धर्म,N_NN 0.0007372983600697083
स्थल,N_NN 5.5855936368917286e-05
कभी,N_NN 0.0005362169891416059
बौखलाया,V_VM 9.760858955588091e-05
पाक,V_VAUX 0.0001478743068391867
राजनयिक,N_NN 0.00010054068546405112
निकाला,N_NN 5.5855936368917286e-05
द्विपक्षीय,JJ 0.0019300051466803912
व्यापार,N_NN 0.00033513561821350374
निलंबित,N_NN 4.468474909513383e-05
जिसने,P 0.014218009478672985
दिलाई,V_VM 9.760858955588091e-05
उन्हें,PR_PRP 0.027416734362307068
